4.0187e-09,4.7544e-09,4.6799e-09,4.4378e-09,4.5914e-09,4.5868e-09,4.111800000000001e-09,3.6415e-09,3.1339e-09,2.4773e-09,1.993e-09,1.9511e-09,2.2911e-09,2.5704e-09,3.4599e-09,3.8743e-09,4.0839e-09,4.1723000000000006e-09,3.8697e-09,3.5484e-09,3.6927e-09
4.051300000000001e-09,4.5449e-09,4.4564e-09,4.6566e-09,4.4843e-09,4.0047e-09,3.702e-09,2.766e-09,2.3842e-09,1.6671e-09,1.6112000000000002e-09,1.5833e-09,1.8673e-09,2.2305e-09,2.6729e-09,3.4645e-09,3.8929e-09,4.028e-09,3.9395e-09,3.6229e-09,3.4459000000000007e-09
3.9348e-09,4.3213e-09,4.2515e-09,4.293399999999999e-09,3.8603e-09,3.5484e-09,2.8359e-09,2.2724e-09,1.9092e-09,1.4482e-09,1.4342e-09,1.4063e-09,1.5739e-09,1.8813e-09,2.1514e-09,2.794e-09,3.3435e-09,3.567e-09,3.9395e-09,3.5204000000000008e-09,3.4412e-09
3.8929e-09,4.191e-09,4.2562e-09,3.9581e-09,3.4785e-09,2.6263000000000003e-09,2.2072e-09,1.6158e-09,1.5553e-09,1.2387e-09,1.4389000000000005e-09,1.4855e-09,1.4296e-09,1.6019e-09,1.9698e-09,2.4168e-09,2.9941999999999994e-09,3.5577e-09,4.051300000000001e-09,3.6415e-09,3.3947e-09
3.8184e-09,3.9116e-09,3.9209e-09,3.2829000000000003e-09,2.8499000000000003e-09,2.1374e-09,1.6484000000000002e-09,1.6019e-09,1.3132e-09,1.5087e-09,1.4622000000000002e-09,1.7509e-09,1.8021e-09,2.3283e-09,2.4214000000000003e-09,3.0547e-09,3.6275e-09,3.851e-09,4.0466e-09,3.688e-09,3.3574e-09
3.8045e-09,3.6741e-09,3.106e-09,2.5518e-09,2.0489e-09,1.8673e-09,1.4482e-09,1.5879e-09,1.4948e-09,1.4715e-09,1.9046e-09,2.1607e-09,2.5611e-09,3.1479000000000003e-09,3.4086e-09,3.6135e-09,3.7952e-09,4.0093e-09,4.1397e-09,3.6648e-09,3.0082e-09
3.3621e-09,2.9197e-09,2.4587e-09,2.0675e-09,1.8859000000000003e-09,1.7182999999999995e-09,1.5926e-09,1.4761e-09,1.9837e-09,2.2538e-09,2.4727e-09,2.7567e-09,3.1619000000000004e-09,3.6461e-09,3.716e-09,4.0745e-09,3.9628e-09,4.0885e-09,4.0652e-09,3.4692e-09,2.9802e-09
2.7008000000000004e-09,2.5006e-09,2.4727e-09,1.9185e-09,1.8766e-09,1.9698e-09,2.2957e-09,2.2538e-09,2.8173e-09,2.9057e-09,3.3202e-09,3.4971e-09,3.5018e-09,3.7393e-09,3.8184e-09,4.0373000000000005e-09,3.9861e-09,3.9581e-09,3.8231e-09,3.2643e-09,2.943e-09
2.5146e-09,2.3982e-09,2.5751000000000003e-09,2.2678e-09,2.2678e-09,2.631e-09,2.9476e-09,3.2643e-09,3.4645e-09,3.4785e-09,3.6415e-09,3.7905e-09,3.539e-09,3.781199999999999e-09,3.8976e-09,3.8743e-09,4.0559e-09,3.8184e-09,3.7439e-09,3.3481e-09,2.6031e-09
2.7800000000000003e-09,2.617e-09,2.4959e-09,2.9941999999999994e-09,3.1386e-09,3.0873e-09,3.2736e-09,3.3015e-09,3.404e-09,3.5903000000000007e-09,3.436599999999999e-09,3.716e-09,3.5809000000000007e-09,3.781199999999999e-09,3.9209e-09,4.1211000000000006e-09,3.7439e-09,3.6135e-09,3.5484e-09,3.0967e-09,2.4168e-09
2.5425e-09,2.5937e-09,2.6077e-09,2.8359e-09,2.6496e-09,3.0221e-09,3.0268e-09,3.1293000000000004e-09,3.1991e-09,3.1619000000000004e-09,3.1758e-09,3.3993e-09,3.2038e-09,3.4692e-09,3.418e-09,3.1525e-09,3.4599e-09,3.0967e-09,2.9383000000000005e-09,2.617e-09
