3.376099999999999e-09,3.4878000000000007e-09,3.7998e-09,3.702e-09,3.7439e-09,3.8464e-09,3.8231e-09,4.0373000000000005e-09,3.6927e-09,3.9907e-09,3.8138e-09,3.8557e-09,4.0326e-09,3.9116e-09,3.9674e-09,3.7393e-09,3.7346e-09,3.4738e-09,3.4831e-09,2.9756e-09,3.3854e-09
3.7299e-09,4.0745e-09,4.2562e-09,4.0932e-09,4.4331e-09,4.787e-09,4.5868e-09,4.3726e-09,4.3865e-09,4.4657e-09,4.5821000000000005e-09,4.4424e-09,4.293399999999999e-09,4.5402e-09,4.4285000000000006e-09,4.4331e-09,4.1164e-09,4.191e-09,3.8184e-09,3.3202e-09,3.4971e-09
3.7765e-09,4.2515e-09,4.5495000000000005e-09,4.4843e-09,4.3493e-09,4.6007e-09,5.192100000000001e-09,5.0291e-09,4.773e-09,5.0198e-09,4.7451e-09,4.7125e-09,5.0291e-09,5.0385e-09,4.4378e-09,4.773e-09,4.721800000000001e-09,4.4517e-09,4.0652e-09,3.4692e-09,3.7672e-09
4.367899999999999e-09,4.6846e-09,4.777699999999999e-09,4.9872e-09,4.8522e-09,5.1362e-09,4.8662e-09,5.0245e-09,4.9314e-09,5.0059e-09,5.140899999999999e-09,4.9453e-09,5.080399999999999e-09,5.0385e-09,4.8662e-09,4.5309e-09,4.5961e-09,4.4471000000000005e-09,4.2422e-09,3.4785e-09,3.7346e-09
4.2468e-09,4.4191e-09,4.8243e-09,5.1735e-09,5.0059e-09,4.964e-09,5.1456e-09,5.080399999999999e-09,4.9407e-09,4.9267e-09,5.099e-09,4.7451e-09,5.0943000000000005e-09,4.9826000000000006e-09,4.8289e-09,4.707800000000001e-09,4.8196e-09,4.4331e-09,3.9395e-09,3.8045e-09,3.865e-09
4.1677e-09,4.638e-09,4.773e-09,5.0571e-09,5.234e-09,4.9965e-09,4.9407e-09,4.95e-09,5.085e-09,4.8243e-09,5.1456e-09,4.9919e-09,5.080399999999999e-09,4.8755e-09,4.9872e-09,4.703199999999999e-09,4.7498e-09,4.5961e-09,4.3307e-09,3.8883e-09,3.9488e-09
4.4098e-09,4.521600000000001e-09,4.8243e-09,4.7963e-09,5.234e-09,4.717199999999999e-09,4.9081000000000005e-09,5.0571e-09,4.7498e-09,4.8708e-09,5.131600000000001e-09,4.7125e-09,4.7824e-09,4.6985e-09,4.624e-09,4.8522e-09,4.5076e-09,4.5588e-09,4.2468e-09,3.7486e-09,3.9768000000000006e-09
4.5821000000000005e-09,4.6007e-09,5.1223e-09,5.0198e-09,5.0524e-09,5.0012000000000005e-09,5.071100000000001e-09,4.9314e-09,4.5495000000000005e-09,4.5961e-09,4.312e-09,4.2236e-09,4.3726e-09,4.5402e-09,4.5169e-09,4.6752e-09,4.5914e-09,4.3493e-09,4.209600000000001e-09,3.6694e-09,3.6275e-09
4.6194e-09,4.8708e-09,5.1176e-09,4.8615e-09,4.9034e-09,4.8569e-09,4.61e-09,4.5076e-09,4.4191e-09,4.0932e-09,3.436599999999999e-09,3.3947e-09,3.9907e-09,4.209600000000001e-09,4.4704e-09,4.7544e-09,4.7684e-09,4.3726e-09,4.2981e-09,3.702e-09,3.6601e-09
4.3074e-09,4.5775e-09,4.7963e-09,4.9733e-09,4.6194e-09,4.8755e-09,4.34e-09,4.177e-09,3.8464e-09,3.1013e-09,2.6869e-09,2.6869e-09,3.1293000000000004e-09,3.7905e-09,4.0932e-09,4.3213e-09,4.3819e-09,4.2888e-09,4.2003e-09,3.6648e-09,3.6834e-09
