2.575e-09,2.7147e-09,2.7938e-09,2.7706e-09,2.6448e-09,2.4958000000000004e-09,3.0872e-09,5.583e-09,6.5515e-09,6.8681e-09,6.3047e-09,6.752000000000001e-10,1.0058e-09,7.0314e-10,5.3085e-10,5.541299999999999e-10,3.865e-10,5.3551e-10,4.7032e-10,4.0047e-10,2.5051e-09,
3.1663e-09,3.1896e-09,3.157e-09,3.3619e-09,3.2455e-09,3.3712e-09,4.4655e-09,3.4224e-09,8.0695e-09,7.846e-09,8.158e-09,8.1024e-10,8.428300000000002e-10,6.053500000000001e-10,5.262000000000001e-10,3.7718e-10,4.5169e-10,4.4237e-10,4.2841e-10,5.0291e-10,2.5517e-09,
3.1151e-09,3.6739e-09,3.8182e-09,4.1116000000000006e-09,4.283899999999999e-09,4.1488e-09,3.781e-09,4.2792e-09,9.8762e-09,1.0249e-08,9.5176e-09,9.9183e-10,8.474800000000002e-10,8.3353e-10,5.4948e-10,4.9826e-10,5.1688e-10,6.1001e-10,5.075699999999999e-10,4.5635e-10,2.5703000000000005e-09,
3.3759e-09,3.5622e-09,4.9777e-09,4.7029e-09,5.2384e-09,5.434e-09,4.9265e-09,6.0812e-09,1.2796e-08,1.2819e-08,2.9196e-09,1.667e-09,7.8696e-10,6.5192e-10,6.1001e-10,7.3108e-10,5.960399999999999e-10,5.634500000000001e-10,5.075699999999999e-10,4.0047e-10,2.6774000000000003e-09,
3.3899e-09,4.2233000000000005e-09,4.828699999999999e-09,6.2954e-09,6.6866000000000005e-09,6.8914e-09,6.691199999999999e-09,9.2289e-09,1.6288e-08,1.6917e-08,2.7566e-09,1.1641e-09,7.4039e-10,5.5879e-10,7.1246e-10,7.823e-10,5.634500000000001e-10,5.8673e-10,4.9825e-10,4.377200000000001e-10,2.9382e-09,
3.3759e-09,4.274600000000001e-09,4.973e-09,6.7098e-09,8.9961e-09,9.1591e-09,9.8808e-09,8.3582e-09,1.9212e-08,2.5028e-08,1.6344e-09,1.4156e-09,5.4482e-10,7.3573e-10,8.8009e-10,5.7742e-10,6.7054e-10,5.0291e-10,6.5192e-10,5.4482e-10,2.6261999999999995e-09,
3.1617e-09,4.0976e-09,5.401399999999999e-09,7.1521999999999985e-09,9.1032e-09,1.3885e-08,1.4668e-08,1.4211e-08,1.4844e-08,3.6492e-08,2.5983e-09,9.0337e-10,6.705499999999999e-10,1.0012e-09,7.823e-10,5.494700000000001e-10,6.379500000000001e-10,6.9382e-10,6.752000000000001e-10,5.075699999999999e-10,3.357300000000001e-09,
4.5679e-09,4.0278000000000005e-09,4.8892e-09,6.8728e-09,1.0304e-08,1.3871e-08,2.3254e-08,2.4898e-08,3.2174999999999995e-08,6.0183e-08,3.2828000000000003e-09,1.7229e-09,1.1222e-09,7.124500000000001e-10,6.891699999999999e-10,8.8008e-10,7.2176e-10,6.379500000000001e-10,5.7741e-10,5.634500000000001e-10,5.4387e-09,
3.1943e-09,4.5167e-09,6.03e-09,9.4804e-09,8.325600000000001e-09,1.4556e-08,2.4278e-08,4.7243e-08,4.2657e-08,8.0322e-08,1.5715e-08,6.6633e-09,1.667e-09,6.0069e-10,8.1023e-10,7.124500000000001e-10,7.078e-10,5.075699999999999e-10,5.634500000000001e-10,3.865e-10,6.803e-09,
7.971699999999999e-09,9.35e-09,1.2032e-08,1.6451e-08,1.9296e-08,1.4696e-08,3.2613e-08,4.2913e-08,1.1037e-07,3.854e-07,8.896000000000002e-08,1.646e-08,3.5249e-09,8.893900000000002e-10,5.401599999999999e-10,5.1688e-10,4.61e-10,5.262000000000001e-10,5.4017e-10,4.7963e-10,6.2395e-09,
7.832e-09,1.0444e-08,1.2977e-08,1.7354e-08,2.4227e-08,3.5873e-08,6.025299999999999e-08,7.987499999999999e-08,3.8691e-07,1.8491e-06,4.0246e-07,8.3009e-08,2.0101e-08,5.536399999999999e-09,2.0861e-09,1.0989000000000002e-09,5.8672e-10,1.1641e-09,9.7786e-10,8.102199999999999e-10,6.4304e-09,
