Energy (MeV)
0.05975
0.0695
0.07925
0.08900000000000001
0.09875
0.1085
0.11825
0.128
0.13775
0.1475
0.15725
0.16699999999999998
0.17675
0.1865
0.19625
0.20600000000000002
0.21575
0.2255
0.23525
0.245
0.25475
0.2645
0.27425
0.284
0.29375
0.3035
0.31325
0.32299999999999995
0.33275
0.3425
0.35225
0.36200000000000004
0.37175
0.3815
0.39125
0.401
0.41075
0.4205
0.43025
0.44
0.44975
0.4595
0.46925
0.479
0.48875
0.4985
0.50825
0.518
0.52775
0.5375
0.54725
0.557
0.56675
0.5765
0.58625
0.596
0.60575
0.6155
0.62525
0.635
0.64475
0.6545
0.66425
0.674
0.68375
0.6935
0.70325
0.713
0.72275
0.7325
0.74225
0.752
0.76175
0.7715
0.78125
0.7909999999999999
0.80075
0.8105
0.82025
0.83
0.83975
0.8495
0.85925
0.8690000000000001
0.87875
0.8885
0.89825
0.9079999999999999
0.91775
0.9275
0.93725
0.9470000000000001
0.95675
0.9665
0.97625
0.986
0.99575
1.0055
1.0153
1.025
1.0348
1.0445
1.0543
1.064
1.0738
1.0835
1.0933
1.103
1.1128
1.1225
1.1323
1.1420000000000001
1.1518
1.1615
1.1713
1.181
1.1907
1.2005
1.2102
1.22
1.2297
1.2395
1.2492
1.2590000000000001
1.2687
1.2785
1.2882
1.298
1.3077
1.3175
1.3272
1.337
1.3467
1.3565
1.3662
1.376
1.3857
1.3955
1.4052
1.415
1.4247
1.4345
1.4442
1.454
1.4637
1.4735
1.4832
1.493
1.5027
1.5125
1.5222
1.5319999999999998
1.5417
1.5515
1.5612
1.571
1.5807
1.5905
1.6002
1.61
1.6197
1.6295
1.6392
1.649
1.6587
1.6685
1.6782
1.6880000000000002
1.6977
1.7075
1.7172
1.7269999999999999
1.7367
1.7465
1.7562
1.766
1.7757
1.7855
1.7952
1.805
1.8147
1.8245
1.8342
1.844
1.8537
1.8635
1.8732
1.883
1.8927
1.9025
1.9122
1.922
1.9317
1.9415
1.9512
1.9609999999999999
1.9707
1.9805
1.9902
2.0
